Customer ID,First Name,Last Name,State,Date of Birth, Last 6 Months Purchases 
SPet27225,Saul,Peters,California,15/07/1974, $25.00 
SStr28688,Sergio,Strickland,Florida,17/07/1978, $56.40 
SLam27066,Seth,Lambert,Texas,06/02/1974," $1,250.00 "
SCar26318,Shannon,Carr,Delaware,20/01/1972, $142.00 
SChr22467,Shannon,Christensen,Florida,05/07/1961, $100.00 
SCox24794,Shannon,Cox,New Jersey,18/11/1967, $25.00 
SHam23014,Shannon,Hammond,Texas,03/01/1963, $166.00 
SHig24977,Shannon,Higgins,Texas,19/05/1968, $217.00 
SRob25301,Shannon,Robinson,Illinois,08/04/1969, $109.00 
SHof23042,Shari,Hoffman,Minnesota,31/01/1963, $349.00 
SBur22680,Sharon,Burns,Illinois,03/02/1962, $102.00 
SCai23644,Sharon,Cain,California,24/09/1964, $225.00 
SMcg22455,Sharon,Mcguire,North Dakota,23/06/1961, $77.00 
SAle22802,Shaun,Alexander,New York,05/06/1962, $176.00 
SBur25003,Shaun,Burgess,Wisconsin,14/06/1968, $96.00 
SVas24920,Sheldon,Vasquez,California,23/03/1968, $25.00 
SWal23766,Shelia,Walton,California,24/01/1965, $796.00 
SGib24778,Shelley,Gibbs,Minnesota,02/11/1967, $352.00 
SPal22713,Shelley,Palmer,New Hampshire,08/03/1962, $431.00 
SPie24807,Shelly,Pierce,Maine,01/12/1967, $68.00 
SGar22868,Sheri,Garza,California,10/08/1962, $25.00 
SVas23425,Sherman,Vasquez,Oklahoma,18/02/1964, $425.00 
SMil24040,Sherry,Miller,California,25/10/1965, $629.00 
SBla23455,Sheryl,Blake,Pennsylvania,19/03/1964, $71.00 
STat23675,Sheryl,Tate,South Dakota,25/10/1964, $112.00 
SSan23004,Shirley,Sandoval,Nevada,24/12/1962, $124.00 
SDaw24121,Sidney,Dawson,Illinois,14/01/1966, $241.00 
SGre24142,Sidney,Gregory,New York,04/02/1966, $129.00 
SDou23967,Silvia,Douglas,California,13/08/1965, $67.50 
SJen24808,Silvia,Jensen,Idaho,02/12/1967, $108.00 
SMan23882,Silvia,Mann,Indiana,20/05/1965, $58.50 
SDen24253,Simon,Dennis,Illinois,26/05/1966, $249.00 
SAlv22459,Sonja,Alvarado,Florida,27/06/1961, $225.00 
SCur25330,Sonja,Curry,Texas,07/05/1969, $184.00 
SMcg23411,Sophia,Mcguire,Florida,04/02/1964, $90.00 
SSpe22683,Sophia,Spencer,Florida,06/02/1962, $104.00 
SBai24202,Spencer,Bailey,New York,05/04/1966, $109.00 
SWat23625,Spencer,Waters,California,05/09/1964, $910.80 
SGra23309,Stacey,Gray,Florida,25/10/1963, $132.00 
SMen24032,Stacey,Mendoza,Tennessee,17/10/1965, $160.00 
SPor23123,Stacy,Porter,Arkansas,22/04/1963, $100.00 
SShe22385,Stacy,Sherman,California,14/04/1961, $25.00 
SBur23945,Stanley,Burns,Pennsylvania,22/07/1965, $95.00 
SMac24826,Stanley,Mack,Colorado,20/12/1967, $323.00 
SWeb22531,Stanley,Weber,Hawaii,07/09/1961, $75.00 
SBur23889,Stephanie,Burns,Oklahoma,27/05/1965, $57.00 
SHuf23140,Stephanie,Huff,Texas,09/05/1963, $57.20 
SMye23503,Stephanie,Myers,Pennsylvania,06/05/1964, $173.00 
SRob23884,Stephanie,Robertson,Indiana,22/05/1965, $116.00 
SGre24727,Stephen,Greer,Florida,12/09/1967, $66.00 
SJon23704,Steven,Jones,North Dakota,23/11/1964, $191.00 
SHam22567,Stewart,Hamilton,Rhode Island,13/10/1961, $145.00 
SLam24864,Stewart,Lamb,Missouri,27/01/1968, $78.00 
SNgu23708,Stewart,Nguyen,Missouri,27/11/1964, $100.00 
SBec24204,Stuart,Beck,Kentucky,07/04/1966, $200.00 
SSum25453,Stuart,Summers,Illinois,07/09/1969, $171.00 
SBur24919,Sue,Burgess,New Jersey,22/03/1968," $1,450.96 "
SLan24321,Sue,Lane,New York,02/08/1966, $314.00 
STra24769,Sue,Tran,California,24/10/1967, $54.00 
SWeb23537,Susie,Webb,Oregon,09/06/1964, $106.00 
SEll23963,Sylvester,Elliott,Texas,09/08/1965, $131.00 
SGib25552,Sylvia,Gibbs,Louisiana,15/12/1969, $100.00 
THam25380,Tammy,Hamilton,California,26/06/1969, $25.00 
TLeo24683,Tammy,Leonard,Kentucky,30/07/1967, $70.00 
TBla24423,Tanya,Black,Wyoming,12/11/1966, $189.00 
THer22385,Tanya,Hernandez,Illinois,14/04/1961, $133.00 
TRee23927,Tanya,Reese,Michigan,04/07/1965, $425.00 
TCar23380,Tara,Carlson,New York,04/01/1964, $104.00 
TSny24862,Tara,Snyder,Utah,25/01/1968, $459.00 
TNor25428,Taylor,Norris,Nebraska,13/08/1969, $124.00 
TBro25201,Ted,Brown,California,29/12/1968, $125.00 
TSum23406,Ted,Summers,California,30/01/1964, $611.00 
TSco25424,Terence,Scott,Florida,09/08/1969, $750.00 
TMcd23827,Teresa,Mcdonald,Kansas,26/03/1965, $425.00 
TSan23652,Terrance,Sanchez,New York,02/10/1964, $235.00 
TJor23408,Terry,Jordan,New York,01/02/1964, $382.00 
THub23024,Thelma,Hubbard,Pennsylvania,13/01/1963, $146.00 
TBat24201,Theodore,Bates,North Carolina,04/04/1966, $120.00 
TCon22782,Theresa,Conner,Arizona,16/05/1962, $325.00 
TEdw22760,Theresa,Edwards,Vermont,24/04/1962, $725.00 
TLam22620,Tiffany,Lambert,Arizona,05/12/1961, $475.00 
TGre24122,Timmy,Gregory,Delaware,15/01/1966, $192.00 
TAlv24194,Timothy,Alvarado,Ohio,28/03/1966, $725.00 
TLar25059,Timothy,Larson,Maine,09/08/1968, $75.00 
TWat23641,Timothy,Watson,Oregon,21/09/1964, $57.00 
TWag22705,Tina,Wagner,New York,28/02/1962, $399.00 
TCon23551,Toby,Conner,Vermont,23/06/1964, $138.00 
TBow22724,Todd,Bowers,Florida,19/03/1962, $225.00 
TBus22526,Todd,Bush,California,02/09/1961," $1,334.88 "
TMun23813,Tom,Munoz,Arkansas,12/03/1965, $70.00 
TGar23218,Tommy,Garza,Rhode Island,26/07/1963, $214.00 
TBro23401,Tony,Brown,Maryland,25/01/1964, $932.80 
TBar23478,Tonya,Barrett,Texas,11/04/1964, $160.00 
TCla24600,Tonya,Clark,California,08/05/1967, $790.40 
TLew24776,Tonya,Lewis,Texas,31/10/1967, $217.00 
TPen23478,Tonya,Pena,Indiana,11/04/1964, $160.00 
TRod22397,Tonya,Rodriguez,Illinois,26/04/1961," $2,350.00 "
TBra23975,Tracey,Bradley,Florida,21/08/1965, $120.00 
TOls23707,Traci,Olson,Florida,26/11/1964, $225.00 
TTyl20092,Traci,Tyler,Hawaii,03/01/1955, $75.00 
TDea18820,Tracy,Dean,Florida,11/07/1951, $67.00 
TFie18828,Tracy,Fields,Hawaii,19/07/1951, $225.00 
TGre19050,Tracy,Green,New York,26/02/1952, $175.00 
TSte20257,Tracy,Stewart,New Jersey,17/06/1955, $595.00 
TCar21417,Travis,Carson,Kentucky,20/08/1958, $90.00 
TSan18773,Travis,Santos,South Carolina,25/05/1951, $64.00 
TCol20621,Trevor,Coleman,Florida,15/06/1956, $750.00 
TCla20902,Troy,Clarke,Nevada,23/03/1957, $124.00 
TMoo20976,Tyler,Moody,Illinois,05/06/1957, $182.00 
TNea20681,Tyler,Neal,Montana,14/08/1956, $70.00 
TRey20667,Tyler,Reynolds,Maryland,31/07/1956, $425.00 
TJen18822,Tyrone,Jennings,West Virginia,13/07/1951, $200.00 
VHay20627,Van,Haynes,Texas,21/06/1956, $81.00 
VHer21108,Van,Hernandez,New Hampshire,15/10/1957, $577.00 
VMan19239,Van,Manning,Illinois,02/09/1952, $221.00 
VBra20341,Vanessa,Brady,Florida,09/09/1955, $56.00 
VSwa21428,Vera,Swanson,Michigan,31/08/1958, $59.00 
VDav21915,Verna,Davis,Maryland,31/12/1959, $225.00 
VMit21284,Verna,Mitchell,Texas,09/04/1958, $75.00 
VMcc21035,Vernon,Mccormick,Illinois,03/08/1957, $288.00 
VMul21845,Veronica,Mullins,Michigan,22/10/1959, $136.00 
VBra20404,Vicki,Brady,Texas,11/11/1955, $241.00 
VFra21474,Victoria,Franklin,Texas,16/10/1958," $1,250.00 "
VHug21836,Vincent,Hughes,Texas,13/10/1959, $114.00 
VPet21206,Vincent,Peters,South Carolina,21/01/1958, $104.00 
VGro19602,Virgil,Gross,California,31/08/1953, $115.00 
VOwe19312,Virgil,Owens,Pennsylvania,14/11/1952, $59.00 
VBar19000,Vivian,Barton,California,07/01/1952, $95.00 
VWhe20429,Vivian,Wheeler,Texas,06/12/1955, $178.00 
WBur18683,Wade,Burton,Texas,24/02/1951, $132.00 
WDav21029,Wallace,Davidson,Texas,28/07/1957, $219.00 
WHun19485,Wallace,Hunt,Idaho,06/05/1953, $75.00 
WCol20989,Walter,Coleman,Tennessee,18/06/1957, $70.00 
WPra20242,Walter,Pratt,California,02/06/1955, $629.00 
WDav19603,Wanda,Davis,Pennsylvania,01/09/1953, $725.00 
WFra18672,Warren,Francis,Illinois,13/02/1951, $249.00 
WOrt19620,Warren,Ortega,Connecticut,18/09/1953, $150.00 
WRya19070,Warren,Ryan,Florida,17/03/1952, $225.00 
WAgu19690,Wayne,Aguilar,Texas,27/11/1953, $145.00 
WDav18716,Wendell,Davis,California,29/03/1951, $25.00 
WRee18723,Wendell,Reeves,Maine,05/04/1951, $75.00 
WSan20745,Wendell,Sanders,District of Columbia,17/10/1956, $786.00 
WChr19953,Wesley,Christensen,Washington,17/08/1954, $465.00 
WMor17936,Wesley,Morton,District of Columbia,07/02/1949, $750.00 
WCla16784,Whitney,Clarke,Oregon,13/12/1945, $215.00 
WCol18131,Wilbert,Coleman,Tennessee,21/08/1949, $55.20 
WCar17668,Wilbur,Carson,Florida,15/05/1948, $57.60 
WFis17037,Wilbur,Fisher,California,23/08/1946, $25.00 
WWag15988,Wilbur,Wagner,Georgia,09/10/1943, $87.00 
WPar15056,Wilfred,Parks,Pennsylvania,21/03/1941, $725.00 
WBro18095,Willie,Brock,Washington,16/07/1949, $628.00 
WBur17828,Willie,Burgess,California,22/10/1948, $75.00 
WRic17930,Willie,Rice,California,01/02/1949, $25.00 
WCha17079,Wilma,Chandler,Michigan,04/10/1946, $425.00 
WMor18260,Wilson,Morgan,New Hampshire,28/12/1949, $442.00 
WPie15980,Wilson,Pierce,Florida,01/10/1943, $750.00 
WTat15274,Wilson,Tate,Pennsylvania,25/10/1941, $121.00 
WMar16654,Winifred,Martinez,Hawaii,05/08/1945, $75.00 
WHil16623,Wm,Hill,New Mexico,05/07/1945, $160.00 
WGri13609,Woodrow,Griffin,Texas,04/04/1937, $191.00 
WMur11954,Woodrow,Murphy,Idaho,22/09/1932, $75.00 
YSil12034,Yolanda,Silva,Texas,11/12/1932, $180.00 
YDoy13381,Yvette,Doyle,New York,19/08/1936, $121.00 
ZHow11526,Zachary,Howard,Arizona,22/07/1931, $500.00 
